date;ticker;close;open;high;low
01/03/1994;FTSE_all_world_index;97,85;#N/A N/A;#N/A N/A;#N/A N/A
02/03/1994;FTSE_all_world_index;97,1;#N/A N/A;#N/A N/A;#N/A N/A
03/03/1994;FTSE_all_world_index;96,7;#N/A N/A;#N/A N/A;#N/A N/A
04/03/1994;FTSE_all_world_index;96,97;#N/A N/A;#N/A N/A;#N/A N/A
07/03/1994;FTSE_all_world_index;97,23;#N/A N/A;#N/A N/A;#N/A N/A
08/03/1994;FTSE_all_world_index;97,46;#N/A N/A;#N/A N/A;#N/A N/A
09/03/1994;FTSE_all_world_index;97,03;#N/A N/A;#N/A N/A;#N/A N/A
10/03/1994;FTSE_all_world_index;97,22;#N/A N/A;#N/A N/A;#N/A N/A
11/03/1994;FTSE_all_world_index;97,35;#N/A N/A;#N/A N/A;#N/A N/A
14/03/1994;FTSE_all_world_index;97,83;#N/A N/A;#N/A N/A;#N/A N/A
15/03/1994;FTSE_all_world_index;97,89;#N/A N/A;#N/A N/A;#N/A N/A
16/03/1994;FTSE_all_world_index;98,21;#N/A N/A;#N/A N/A;#N/A N/A
17/03/1994;FTSE_all_world_index;98,34;#N/A N/A;#N/A N/A;#N/A N/A
18/03/1994;FTSE_all_world_index;97,7;#N/A N/A;#N/A N/A;#N/A N/A
21/03/1994;FTSE_all_world_index;97;#N/A N/A;#N/A N/A;#N/A N/A
22/03/1994;FTSE_all_world_index;96,95;#N/A N/A;#N/A N/A;#N/A N/A
23/03/1994;FTSE_all_world_index;96,83;#N/A N/A;#N/A N/A;#N/A N/A
24/03/1994;FTSE_all_world_index;96,36;#N/A N/A;#N/A N/A;#N/A N/A
25/03/1994;FTSE_all_world_index;96,29;#N/A N/A;#N/A N/A;#N/A N/A
28/03/1994;FTSE_all_world_index;96,32;#N/A N/A;#N/A N/A;#N/A N/A
29/03/1994;FTSE_all_world_index;95,57;#N/A N/A;#N/A N/A;#N/A N/A
30/03/1994;FTSE_all_world_index;94,46;#N/A N/A;#N/A N/A;#N/A N/A
31/03/1994;FTSE_all_world_index;94,19;#N/A N/A;#N/A N/A;#N/A N/A
01/04/1994;FTSE_all_world_index;93,9;#N/A N/A;#N/A N/A;#N/A N/A
04/04/1994;FTSE_all_world_index;93,08;#N/A N/A;#N/A N/A;#N/A N/A
05/04/1994;FTSE_all_world_index;94,23;#N/A N/A;#N/A N/A;#N/A N/A
06/04/1994;FTSE_all_world_index;94,52;#N/A N/A;#N/A N/A;#N/A N/A
07/04/1994;FTSE_all_world_index;94,97;#N/A N/A;#N/A N/A;#N/A N/A
08/04/1994;FTSE_all_world_index;94,8;#N/A N/A;#N/A N/A;#N/A N/A
11/04/1994;FTSE_all_world_index;95,74;#N/A N/A;#N/A N/A;#N/A N/A
12/04/1994;FTSE_all_world_index;95,46;#N/A N/A;#N/A N/A;#N/A N/A
13/04/1994;FTSE_all_world_index;95,53;#N/A N/A;#N/A N/A;#N/A N/A
14/04/1994;FTSE_all_world_index;95,37;#N/A N/A;#N/A N/A;#N/A N/A
15/04/1994;FTSE_all_world_index;95,73;#N/A N/A;#N/A N/A;#N/A N/A
18/04/1994;FTSE_all_world_index;95,46;#N/A N/A;#N/A N/A;#N/A N/A
19/04/1994;FTSE_all_world_index;95,44;#N/A N/A;#N/A N/A;#N/A N/A
20/04/1994;FTSE_all_world_index;94,81;#N/A N/A;#N/A N/A;#N/A N/A
21/04/1994;FTSE_all_world_index;95,18;#N/A N/A;#N/A N/A;#N/A N/A
22/04/1994;FTSE_all_world_index;95,49;#N/A N/A;#N/A N/A;#N/A N/A
25/04/1994;FTSE_all_world_index;95,86;#N/A N/A;#N/A N/A;#N/A N/A
26/04/1994;FTSE_all_world_index;96,24;#N/A N/A;#N/A N/A;#N/A N/A
27/04/1994;FTSE_all_world_index;96,59;#N/A N/A;#N/A N/A;#N/A N/A
28/04/1994;FTSE_all_world_index;96,64;#N/A N/A;#N/A N/A;#N/A N/A
29/04/1994;FTSE_all_world_index;96,98;#N/A N/A;#N/A N/A;#N/A N/A
02/05/1994;FTSE_all_world_index;97,01;#N/A N/A;#N/A N/A;#N/A N/A
03/05/1994;FTSE_all_world_index;96,89;#N/A N/A;#N/A N/A;#N/A N/A
04/05/1994;FTSE_all_world_index;95,93;#N/A N/A;#N/A N/A;#N/A N/A
05/05/1994;FTSE_all_world_index;95,74;#N/A N/A;#N/A N/A;#N/A N/A
06/05/1994;FTSE_all_world_index;95,96;#N/A N/A;#N/A N/A;#N/A N/A
09/05/1994;FTSE_all_world_index;95,28;#N/A N/A;#N/A N/A;#N/A N/A
10/05/1994;FTSE_all_world_index;95,56;#N/A N/A;#N/A N/A;#N/A N/A
11/05/1994;FTSE_all_world_index;95,44;#N/A N/A;#N/A N/A;#N/A N/A
12/05/1994;FTSE_all_world_index;95,89;#N/A N/A;#N/A N/A;#N/A N/A
13/05/1994;FTSE_all_world_index;96,05;#N/A N/A;#N/A N/A;#N/A N/A
16/05/1994;FTSE_all_world_index;96,07;#N/A N/A;#N/A N/A;#N/A N/A
17/05/1994;FTSE_all_world_index;96,54;#N/A N/A;#N/A N/A;#N/A N/A
18/05/1994;FTSE_all_world_index;97,27;#N/A N/A;#N/A N/A;#N/A N/A
19/05/1994;FTSE_all_world_index;97,33;#N/A N/A;#N/A N/A;#N/A N/A
20/05/1994;FTSE_all_world_index;97,59;#N/A N/A;#N/A N/A;#N/A N/A
23/05/1994;FTSE_all_world_index;97,47;#N/A N/A;#N/A N/A;#N/A N/A
24/05/1994;FTSE_all_world_index;97,29;#N/A N/A;#N/A N/A;#N/A N/A
25/05/1994;FTSE_all_world_index;97,03;#N/A N/A;#N/A N/A;#N/A N/A
26/05/1994;FTSE_all_world_index;96,96;#N/A N/A;#N/A N/A;#N/A N/A
27/05/1994;FTSE_all_world_index;97,14;#N/A N/A;#N/A N/A;#N/A N/A
30/05/1994;FTSE_all_world_index;97,22;#N/A N/A;#N/A N/A;#N/A N/A
31/05/1994;FTSE_all_world_index;97,14;#N/A N/A;#N/A N/A;#N/A N/A
01/06/1994;FTSE_all_world_index;97,23;#N/A N/A;#N/A N/A;#N/A N/A
02/06/1994;FTSE_all_world_index;97,01;#N/A N/A;#N/A N/A;#N/A N/A
03/06/1994;FTSE_all_world_index;96,92;#N/A N/A;#N/A N/A;#N/A N/A
06/06/1994;FTSE_all_world_index;96,71;#N/A N/A;#N/A N/A;#N/A N/A
07/06/1994;FTSE_all_world_index;96,95;#N/A N/A;#N/A N/A;#N/A N/A
08/06/1994;FTSE_all_world_index;97,64;#N/A N/A;#N/A N/A;#N/A N/A
09/06/1994;FTSE_all_world_index;97,67;#N/A N/A;#N/A N/A;#N/A N/A
10/06/1994;FTSE_all_world_index;97,79;#N/A N/A;#N/A N/A;#N/A N/A
13/06/1994;FTSE_all_world_index;98,16;#N/A N/A;#N/A N/A;#N/A N/A
14/06/1994;FTSE_all_world_index;98,33;#N/A N/A;#N/A N/A;#N/A N/A
15/06/1994;FTSE_all_world_index;98,1;#N/A N/A;#N/A N/A;#N/A N/A
16/06/1994;FTSE_all_world_index;97,77;#N/A N/A;#N/A N/A;#N/A N/A
17/06/1994;FTSE_all_world_index;97,54;#N/A N/A;#N/A N/A;#N/A N/A
20/06/1994;FTSE_all_world_index;97,08;#N/A N/A;#N/A N/A;#N/A N/A
21/06/1994;FTSE_all_world_index;96,37;#N/A N/A;#N/A N/A;#N/A N/A
22/06/1994;FTSE_all_world_index;96,64;#N/A N/A;#N/A N/A;#N/A N/A
23/06/1994;FTSE_all_world_index;96,97;#N/A N/A;#N/A N/A;#N/A N/A
24/06/1994;FTSE_all_world_index;96;#N/A N/A;#N/A N/A;#N/A N/A
27/06/1994;FTSE_all_world_index;96,28;#N/A N/A;#N/A N/A;#N/A N/A
28/06/1994;FTSE_all_world_index;96,58;#N/A N/A;#N/A N/A;#N/A N/A
29/06/1994;FTSE_all_world_index;97,24;#N/A N/A;#N/A N/A;#N/A N/A
30/06/1994;FTSE_all_world_index;96,89;#N/A N/A;#N/A N/A;#N/A N/A
01/07/1994;FTSE_all_world_index;96,6;#N/A N/A;#N/A N/A;#N/A N/A
04/07/1994;FTSE_all_world_index;96,98;#N/A N/A;#N/A N/A;#N/A N/A
05/07/1994;FTSE_all_world_index;97,26;#N/A N/A;#N/A N/A;#N/A N/A
06/07/1994;FTSE_all_world_index;97,23;#N/A N/A;#N/A N/A;#N/A N/A
07/07/1994;FTSE_all_world_index;97,07;#N/A N/A;#N/A N/A;#N/A N/A
08/07/1994;FTSE_all_world_index;97,19;#N/A N/A;#N/A N/A;#N/A N/A
11/07/1994;FTSE_all_world_index;98,01;#N/A N/A;#N/A N/A;#N/A N/A
12/07/1994;FTSE_all_world_index;98,18;#N/A N/A;#N/A N/A;#N/A N/A
13/07/1994;FTSE_all_world_index;98,1;#N/A N/A;#N/A N/A;#N/A N/A
14/07/1994;FTSE_all_world_index;98,83;#N/A N/A;#N/A N/A;#N/A N/A
15/07/1994;FTSE_all_world_index;99,26;#N/A N/A;#N/A N/A;#N/A N/A
18/07/1994;FTSE_all_world_index;99,35;#N/A N/A;#N/A N/A;#N/A N/A
19/07/1994;FTSE_all_world_index;99,02;#N/A N/A;#N/A N/A;#N/A N/A
20/07/1994;FTSE_all_world_index;98,9;#N/A N/A;#N/A N/A;#N/A N/A
21/07/1994;FTSE_all_world_index;98,56;#N/A N/A;#N/A N/A;#N/A N/A
22/07/1994;FTSE_all_world_index;98,26;#N/A N/A;#N/A N/A;#N/A N/A
25/07/1994;FTSE_all_world_index;98,23;#N/A N/A;#N/A N/A;#N/A N/A
26/07/1994;FTSE_all_world_index;98,44;#N/A N/A;#N/A N/A;#N/A N/A
27/07/1994;FTSE_all_world_index;98,22;#N/A N/A;#N/A N/A;#N/A N/A
28/07/1994;FTSE_all_world_index;98,21;#N/A N/A;#N/A N/A;#N/A N/A
29/07/1994;FTSE_all_world_index;98,58;#N/A N/A;#N/A N/A;#N/A N/A
01/08/1994;FTSE_all_world_index;99,39;#N/A N/A;#N/A N/A;#N/A N/A
02/08/1994;FTSE_all_world_index;99,77;#N/A N/A;#N/A N/A;#N/A N/A
03/08/1994;FTSE_all_world_index;99,98;#N/A N/A;#N/A N/A;#N/A N/A
04/08/1994;FTSE_all_world_index;99,74;#N/A N/A;#N/A N/A;#N/A N/A
05/08/1994;FTSE_all_world_index;99,49;#N/A N/A;#N/A N/A;#N/A N/A
08/08/1994;FTSE_all_world_index;99,48;#N/A N/A;#N/A N/A;#N/A N/A
09/08/1994;FTSE_all_world_index;99,29;#N/A N/A;#N/A N/A;#N/A N/A
10/08/1994;FTSE_all_world_index;99,65;#N/A N/A;#N/A N/A;#N/A N/A
11/08/1994;FTSE_all_world_index;99,21;#N/A N/A;#N/A N/A;#N/A N/A
12/08/1994;FTSE_all_world_index;99,66;#N/A N/A;#N/A N/A;#N/A N/A
15/08/1994;FTSE_all_world_index;99,52;#N/A N/A;#N/A N/A;#N/A N/A
16/08/1994;FTSE_all_world_index;99,9;#N/A N/A;#N/A N/A;#N/A N/A
17/08/1994;FTSE_all_world_index;100,32;#N/A N/A;#N/A N/A;#N/A N/A
18/08/1994;FTSE_all_world_index;100,62;#N/A N/A;#N/A N/A;#N/A N/A
19/08/1994;FTSE_all_world_index;100,53;#N/A N/A;#N/A N/A;#N/A N/A
22/08/1994;FTSE_all_world_index;100,44;#N/A N/A;#N/A N/A;#N/A N/A
23/08/1994;FTSE_all_world_index;100,29;#N/A N/A;#N/A N/A;#N/A N/A
24/08/1994;FTSE_all_world_index;100,98;#N/A N/A;#N/A N/A;#N/A N/A
25/08/1994;FTSE_all_world_index;100,61;#N/A N/A;#N/A N/A;#N/A N/A
26/08/1994;FTSE_all_world_index;100,88;#N/A N/A;#N/A N/A;#N/A N/A
29/08/1994;FTSE_all_world_index;100,98;#N/A N/A;#N/A N/A;#N/A N/A
30/08/1994;FTSE_all_world_index;101,27;#N/A N/A;#N/A N/A;#N/A N/A
31/08/1994;FTSE_all_world_index;101,3;#N/A N/A;#N/A N/A;#N/A N/A
01/09/1994;FTSE_all_world_index;101,12;#N/A N/A;#N/A N/A;#N/A N/A
02/09/1994;FTSE_all_world_index;101,28;#N/A N/A;#N/A N/A;#N/A N/A
05/09/1994;FTSE_all_world_index;100,87;#N/A N/A;#N/A N/A;#N/A N/A
06/09/1994;FTSE_all_world_index;100,91;#N/A N/A;#N/A N/A;#N/A N/A
07/09/1994;FTSE_all_world_index;100,25;#N/A N/A;#N/A N/A;#N/A N/A
08/09/1994;FTSE_all_world_index;100,14;#N/A N/A;#N/A N/A;#N/A N/A
09/09/1994;FTSE_all_world_index;99,87;#N/A N/A;#N/A N/A;#N/A N/A
12/09/1994;FTSE_all_world_index;99,68;#N/A N/A;#N/A N/A;#N/A N/A
13/09/1994;FTSE_all_world_index;99,82;#N/A N/A;#N/A N/A;#N/A N/A
14/09/1994;FTSE_all_world_index;99,79;#N/A N/A;#N/A N/A;#N/A N/A
15/09/1994;FTSE_all_world_index;100,16;#N/A N/A;#N/A N/A;#N/A N/A
16/09/1994;FTSE_all_world_index;99,98;#N/A N/A;#N/A N/A;#N/A N/A
19/09/1994;FTSE_all_world_index;99,42;#N/A N/A;#N/A N/A;#N/A N/A
20/09/1994;FTSE_all_world_index;99,43;#N/A N/A;#N/A N/A;#N/A N/A
21/09/1994;FTSE_all_world_index;99,31;#N/A N/A;#N/A N/A;#N/A N/A
22/09/1994;FTSE_all_world_index;98,99;#N/A N/A;#N/A N/A;#N/A N/A
23/09/1994;FTSE_all_world_index;99,21;#N/A N/A;#N/A N/A;#N/A N/A
26/09/1994;FTSE_all_world_index;98,73;#N/A N/A;#N/A N/A;#N/A N/A
27/09/1994;FTSE_all_world_index;98,61;#N/A N/A;#N/A N/A;#N/A N/A
28/09/1994;FTSE_all_world_index;99,04;#N/A N/A;#N/A N/A;#N/A N/A
29/09/1994;FTSE_all_world_index;98,75;#N/A N/A;#N/A N/A;#N/A N/A
30/09/1994;FTSE_all_world_index;98,5;#N/A N/A;#N/A N/A;#N/A N/A
03/10/1994;FTSE_all_world_index;97,94;#N/A N/A;#N/A N/A;#N/A N/A
04/10/1994;FTSE_all_world_index;97,44;#N/A N/A;#N/A N/A;#N/A N/A
05/10/1994;FTSE_all_world_index;97,26;#N/A N/A;#N/A N/A;#N/A N/A
06/10/1994;FTSE_all_world_index;97,05;#N/A N/A;#N/A N/A;#N/A N/A
07/10/1994;FTSE_all_world_index;97,2;#N/A N/A;#N/A N/A;#N/A N/A
10/10/1994;FTSE_all_world_index;97,63;#N/A N/A;#N/A N/A;#N/A N/A
11/10/1994;FTSE_all_world_index;98,67;#N/A N/A;#N/A N/A;#N/A N/A
12/10/1994;FTSE_all_world_index;99,32;#N/A N/A;#N/A N/A;#N/A N/A
13/10/1994;FTSE_all_world_index;99,89;#N/A N/A;#N/A N/A;#N/A N/A
14/10/1994;FTSE_all_world_index;100,39;#N/A N/A;#N/A N/A;#N/A N/A
17/10/1994;FTSE_all_world_index;100,61;#N/A N/A;#N/A N/A;#N/A N/A
18/10/1994;FTSE_all_world_index;100,47;#N/A N/A;#N/A N/A;#N/A N/A
19/10/1994;FTSE_all_world_index;100,51;#N/A N/A;#N/A N/A;#N/A N/A
20/10/1994;FTSE_all_world_index;100,47;#N/A N/A;#N/A N/A;#N/A N/A
21/10/1994;FTSE_all_world_index;100,03;#N/A N/A;#N/A N/A;#N/A N/A
24/10/1994;FTSE_all_world_index;99,58;#N/A N/A;#N/A N/A;#N/A N/A
25/10/1994;FTSE_all_world_index;99,31;#N/A N/A;#N/A N/A;#N/A N/A
26/10/1994;FTSE_all_world_index;99,34;#N/A N/A;#N/A N/A;#N/A N/A
27/10/1994;FTSE_all_world_index;99,81;#N/A N/A;#N/A N/A;#N/A N/A
28/10/1994;FTSE_all_world_index;100,47;#N/A N/A;#N/A N/A;#N/A N/A
31/10/1994;FTSE_all_world_index;101,1;#N/A N/A;#N/A N/A;#N/A N/A
01/11/1994;FTSE_all_world_index;100,73;#N/A N/A;#N/A N/A;#N/A N/A
02/11/1994;FTSE_all_world_index;100,38;#N/A N/A;#N/A N/A;#N/A N/A
03/11/1994;FTSE_all_world_index;99,84;#N/A N/A;#N/A N/A;#N/A N/A
04/11/1994;FTSE_all_world_index;99,39;#N/A N/A;#N/A N/A;#N/A N/A
07/11/1994;FTSE_all_world_index;99,16;#N/A N/A;#N/A N/A;#N/A N/A
08/11/1994;FTSE_all_world_index;99,49;#N/A N/A;#N/A N/A;#N/A N/A
09/11/1994;FTSE_all_world_index;98,99;#N/A N/A;#N/A N/A;#N/A N/A
10/11/1994;FTSE_all_world_index;98,45;#N/A N/A;#N/A N/A;#N/A N/A
11/11/1994;FTSE_all_world_index;98,37;#N/A N/A;#N/A N/A;#N/A N/A
14/11/1994;FTSE_all_world_index;98,22;#N/A N/A;#N/A N/A;#N/A N/A
15/11/1994;FTSE_all_world_index;98,67;#N/A N/A;#N/A N/A;#N/A N/A
16/11/1994;FTSE_all_world_index;98,51;#N/A N/A;#N/A N/A;#N/A N/A
17/11/1994;FTSE_all_world_index;98,32;#N/A N/A;#N/A N/A;#N/A N/A
18/11/1994;FTSE_all_world_index;97,83;#N/A N/A;#N/A N/A;#N/A N/A
21/11/1994;FTSE_all_world_index;97,29;#N/A N/A;#N/A N/A;#N/A N/A
22/11/1994;FTSE_all_world_index;96,19;#N/A N/A;#N/A N/A;#N/A N/A
23/11/1994;FTSE_all_world_index;95,53;#N/A N/A;#N/A N/A;#N/A N/A
24/11/1994;FTSE_all_world_index;95,38;#N/A N/A;#N/A N/A;#N/A N/A
25/11/1994;FTSE_all_world_index;95,49;#N/A N/A;#N/A N/A;#N/A N/A
28/11/1994;FTSE_all_world_index;95,89;#N/A N/A;#N/A N/A;#N/A N/A
29/11/1994;FTSE_all_world_index;96,22;#N/A N/A;#N/A N/A;#N/A N/A
30/11/1994;FTSE_all_world_index;96,43;#N/A N/A;#N/A N/A;#N/A N/A
01/12/1994;FTSE_all_world_index;95,76;#N/A N/A;#N/A N/A;#N/A N/A
02/12/1994;FTSE_all_world_index;95,43;#N/A N/A;#N/A N/A;#N/A N/A
05/12/1994;FTSE_all_world_index;95,94;#N/A N/A;#N/A N/A;#N/A N/A
06/12/1994;FTSE_all_world_index;95,84;#N/A N/A;#N/A N/A;#N/A N/A
07/12/1994;FTSE_all_world_index;95,54;#N/A N/A;#N/A N/A;#N/A N/A
08/12/1994;FTSE_all_world_index;94,75;#N/A N/A;#N/A N/A;#N/A N/A
09/12/1994;FTSE_all_world_index;94,25;#N/A N/A;#N/A N/A;#N/A N/A
12/12/1994;FTSE_all_world_index;94,26;#N/A N/A;#N/A N/A;#N/A N/A
13/12/1994;FTSE_all_world_index;94,12;#N/A N/A;#N/A N/A;#N/A N/A
14/12/1994;FTSE_all_world_index;94,79;#N/A N/A;#N/A N/A;#N/A N/A
15/12/1994;FTSE_all_world_index;95,21;#N/A N/A;#N/A N/A;#N/A N/A
16/12/1994;FTSE_all_world_index;95,67;#N/A N/A;#N/A N/A;#N/A N/A
19/12/1994;FTSE_all_world_index;95,76;#N/A N/A;#N/A N/A;#N/A N/A
20/12/1994;FTSE_all_world_index;95,91;#N/A N/A;#N/A N/A;#N/A N/A
21/12/1994;FTSE_all_world_index;96,19;#N/A N/A;#N/A N/A;#N/A N/A
22/12/1994;FTSE_all_world_index;96,36;#N/A N/A;#N/A N/A;#N/A N/A
23/12/1994;FTSE_all_world_index;96,49;#N/A N/A;#N/A N/A;#N/A N/A
26/12/1994;FTSE_all_world_index;96,67;#N/A N/A;#N/A N/A;#N/A N/A
27/12/1994;FTSE_all_world_index;96,67;#N/A N/A;#N/A N/A;#N/A N/A
28/12/1994;FTSE_all_world_index;96,5;#N/A N/A;#N/A N/A;#N/A N/A
29/12/1994;FTSE_all_world_index;96,92;#N/A N/A;#N/A N/A;#N/A N/A
30/12/1994;FTSE_all_world_index;96,95;#N/A N/A;#N/A N/A;#N/A N/A
02/01/1995;FTSE_all_world_index;96,91;#N/A N/A;#N/A N/A;#N/A N/A
03/01/1995;FTSE_all_world_index;96,55;#N/A N/A;#N/A N/A;#N/A N/A
04/01/1995;FTSE_all_world_index;96,17;#N/A N/A;#N/A N/A;#N/A N/A
05/01/1995;FTSE_all_world_index;96,02;#N/A N/A;#N/A N/A;#N/A N/A
06/01/1995;FTSE_all_world_index;95,66;#N/A N/A;#N/A N/A;#N/A N/A
09/01/1995;FTSE_all_world_index;95,44;#N/A N/A;#N/A N/A;#N/A N/A
10/01/1995;FTSE_all_world_index;95,6;#N/A N/A;#N/A N/A;#N/A N/A
11/01/1995;FTSE_all_world_index;95,79;#N/A N/A;#N/A N/A;#N/A N/A
12/01/1995;FTSE_all_world_index;95,81;#N/A N/A;#N/A N/A;#N/A N/A
13/01/1995;FTSE_all_world_index;96,13;#N/A N/A;#N/A N/A;#N/A N/A
16/01/1995;FTSE_all_world_index;96,94;#N/A N/A;#N/A N/A;#N/A N/A
17/01/1995;FTSE_all_world_index;96,37;#N/A N/A;#N/A N/A;#N/A N/A
18/01/1995;FTSE_all_world_index;96,23;#N/A N/A;#N/A N/A;#N/A N/A
19/01/1995;FTSE_all_world_index;95,35;#N/A N/A;#N/A N/A;#N/A N/A
20/01/1995;FTSE_all_world_index;94,84;#N/A N/A;#N/A N/A;#N/A N/A
23/01/1995;FTSE_all_world_index;92,91;#N/A N/A;#N/A N/A;#N/A N/A
24/01/1995;FTSE_all_world_index;93,37;#N/A N/A;#N/A N/A;#N/A N/A
25/01/1995;FTSE_all_world_index;93,77;#N/A N/A;#N/A N/A;#N/A N/A
26/01/1995;FTSE_all_world_index;93,96;#N/A N/A;#N/A N/A;#N/A N/A
27/01/1995;FTSE_all_world_index;94,2;#N/A N/A;#N/A N/A;#N/A N/A
30/01/1995;FTSE_all_world_index;95,12;#N/A N/A;#N/A N/A;#N/A N/A
31/01/1995;FTSE_all_world_index;95;#N/A N/A;#N/A N/A;#N/A N/A
01/02/1995;FTSE_all_world_index;95,11;#N/A N/A;#N/A N/A;#N/A N/A
02/02/1995;FTSE_all_world_index;95,2;#N/A N/A;#N/A N/A;#N/A N/A
03/02/1995;FTSE_all_world_index;95,68;#N/A N/A;#N/A N/A;#N/A N/A
06/02/1995;FTSE_all_world_index;96,34;#N/A N/A;#N/A N/A;#N/A N/A
07/02/1995;FTSE_all_world_index;96,1;#N/A N/A;#N/A N/A;#N/A N/A
08/02/1995;FTSE_all_world_index;95,76;#N/A N/A;#N/A N/A;#N/A N/A
09/02/1995;FTSE_all_world_index;95,7;#N/A N/A;#N/A N/A;#N/A N/A
10/02/1995;FTSE_all_world_index;96,18;#N/A N/A;#N/A N/A;#N/A N/A
13/02/1995;FTSE_all_world_index;96,15;#N/A N/A;#N/A N/A;#N/A N/A
14/02/1995;FTSE_all_world_index;95,84;#N/A N/A;#N/A N/A;#N/A N/A
15/02/1995;FTSE_all_world_index;95,98;#N/A N/A;#N/A N/A;#N/A N/A
16/02/1995;FTSE_all_world_index;95,99;#N/A N/A;#N/A N/A;#N/A N/A
17/02/1995;FTSE_all_world_index;96,02;#N/A N/A;#N/A N/A;#N/A N/A
20/02/1995;FTSE_all_world_index;96,11;#N/A N/A;#N/A N/A;#N/A N/A
21/02/1995;FTSE_all_world_index;96,05;#N/A N/A;#N/A N/A;#N/A N/A
22/02/1995;FTSE_all_world_index;96,31;#N/A N/A;#N/A N/A;#N/A N/A
23/02/1995;FTSE_all_world_index;96,41;#N/A N/A;#N/A N/A;#N/A N/A
24/02/1995;FTSE_all_world_index;95,99;#N/A N/A;#N/A N/A;#N/A N/A
27/02/1995;FTSE_all_world_index;94,71;#N/A N/A;#N/A N/A;#N/A N/A
28/02/1995;FTSE_all_world_index;95,61;#N/A N/A;#N/A N/A;#N/A N/A
